text,label
"OK, I see. OK. And. Yeah, so those are kind of like all the questions I had for you. It seems that based on the description of how the injury happened an the mechanism and what you're feeling right now and in terms of the examination, it's possible that you had knee ligament injury. Most likely in this case, the anterior cruciate ligament, but just to make sure we will need to do an MRI of your knee and see which ligament is affected and to what extent. Uh, and usually with the with the depending on what we find on the MRI sometimes it can be just conservative management, but however oftentimes you do require surgery, so it would be. Just a surgery where we put kind of like a scope in into your knee and through the scope we try to fix the ligament. So yeah first, we'll just do the MRI and see to what extent your knee injury is and how how affected the ligaments are, and then we'll go from there. Does that sound OK?",doctor
"It does. Yeah yeah, thank you.",patient
"Welcome alright, Take care.",doctor
What brings you here today?,doctor
"Hi, I've been having this back pain for the past month, so I'd just like something for it an and you know image it if possible just to figure out what it is.",patient
"You've been having it for the last month, is this the first time you're having this back pain?",doctor
Yeah yes.,patient
OK and where exactly are you having the back pain?,doctor
It's in my lower back.,patient
"OK, and what kind of pain are you experiencing, is it like a sharp stabbing pain or is that a dull aching pain?",doctor
It's kind of dull and achy but sometimes I feel like I have little spasms in my back.,patient
"OK, and how often are you getting these spasms?",doctor
Um I'd say like two to three times a week.,patient
"OK. And it is this back pain constant, or does it come come and go?",doctor
"It's pretty constant, but it gets worse with certain things.",patient
"So one month ago when it started before then, did you injure yourself at all or, were you doing anything that brought on the pain or did the pain come on gradually?",doctor
"So I work in this factory where I move a lot of boxes and I think I may have like lifted a really heavy box or lifted it in an improper position because that's when, that night is when my back started hurting.",patient
"OK, I see and how long have you worked in this role?",doctor
For the past 30 years.,patient
OK Alright. And has the pain become worse at all or has it stayed the same since it started?,doctor
I'd say it's pretty. It's been pretty similar to the start.,patient
"OK. And does the back pain move anywhere, like for example does it shoot down your legs at all?",doctor
No OK. Have you tried anything that has helped you?,patient
"I've tried some topical analgesics, and you know those fire and ice gels and I think sometimes that helps, but it's always temporary.",patient
"OK. And what kind of things make your pain worse like, bending down as opposed to stretching backwards?",doctor
"Yeah, bending down like it when I flex my back that hurts more than if I straighten it out.",patient
OK. Is a bending hurts more and what about bending towards the sides?,doctor
Um a little bit more towards my right side.,patient
"OK. And are you having any other symptoms, like numbness or tingling in your extremities or back at all?",doctor
No.,patient
And any kind of numbness or loss of sensation in your buttocks area or just below your lower back?,doctor
Um no,patient
OK. And any fevers or chills?,doctor
Nope.,patient
Any night sweats?,doctor
No.,patient
Any um skin changes or rashes?,doctor
No.,patient
"Any, have you been ill recently at all with cough cold symptoms at all?",doctor
No.,patient
"Do you feel pain in anywhere else, in any other muscles or joints at all?",doctor
Um no.,patient
Have you recently had any changes to your weight?,doctor
No.,patient
OK. And. Any kind of changes to your bowel movements?,doctor
No.,patient
OK. Any kind of issues with urination at all?,doctor
No.,patient
And any urinary or fecal retention or incontinence?,doctor
No.,patient
"Right, so it's just this pain that's been there for the last month, stayed around the same. In terms of your medical history have you been diagnosed with the. Have any medical conditions in the past?",doctor
I have a high blood pressure which I take some Ramipril for.,patient
OK. Any allergies to any medications?,doctor
No.,patient
OK and have you are using any other medications at all?,doctor
No.,patient
Have you been hospitalized or had any surgeries in the past?,doctor
No.,patient
OK. Do you have any family history of any musculoskeletal or rheumatologic condition?,doctor
No.,patient
Any cancers in the family?,doctor
No.,patient
And so currently are you working or did you have to take time off work?,doctor
I'm taking some time off work until I figure out what this back pain is.,patient
"OK. And currently, what's your living situation like?",doctor
I live in an apartment with my wife and our teenage son.,patient
OK. And do you smoke at all?,doctor
I used to smoke. I haven't smoked in over 10 years.,patient
OK. And do you drink alcohol at all?,doctor
"I drink occasionally, I'll have like a beer on the weekend.",patient
Any recreational drugs like marijuana?,doctor
No.,patient
"OK. Alright, so I'm just gonna ask a few questions, maybe get you to do some movements and see what hurts the most.",doctor
OK.,patient
"So when you press your hand down, down your spine. Is it hurt at all in the lower back with palpation?",doctor
"Um it kinda hurts right in the middle, uh, just above the buttocks area an where like my tailbone almost is",patient
"I see. And, uh, any kind of pain with lying down and then raising your legs straight up without bending the knees.",doctor
"I can try that. Um that hurts a little bit, yeah.",patient
And does it hurt in the lower back or near the front of your hips?,doctor
That hurts in my lower back.,patient
"And any kind of redness or swelling that you've noticed at all? I know it's in the back, so it might be more difficult to see.",doctor
"Um no, I don't see anything like that.",patient
"OK. And are you, has your gait, changed at all, or is it, are you able to walk without a limp or anything?",doctor
I'm able to walk without a limp.,patient
"OK. Alright, so and then, uh, bending down you said hurts more than standing up or extending your back, right?",doctor
Yes.,patient
"OK. Alright, so those are all the questions I had for you today. Do you have any questions for me?",doctor
"No, just like how can I treat this?",patient
"Yeah, for sure. So this has been going on for the last month. It sounds more like what's called mechanical back pain and due to the nature of your work having been lifting heavy objects for the last 30 or so years it's usually something that occurs with repetitive, repetitive work, and strenuous work like that that affects your back. And what you're describing with the flexion seems more pain coming from the discs themselves instead of the facets at the back. So every time you flex you have some compression of your discs. So what we what we need to do right now is it's been one month almost and then usually we get imaging if the pain does not improve after six weeks of conservative management. So what we can try is to give you some pain management first, and some anti-inflammatory medication, and then as well as try some physiotherapy, some exercises to help you with the back pain. And then if the pain does not improve and since there is no red flags that were too worried about right now with your back pain we can wait to get some imaging. But first we would just like to try some of the conservative management. Is that OK with you?",doctor
"Yeah, that sounds great. Thank you.",patient
"You're welcome, alright take care.",doctor
What brings you in here today?,doctor
"So my back has been killing me it's been hurting for the past two months, but recently it's gotten worse. I'd say over the past week or two weeks it's gotten really bad and no over the counter medication is helping with the pain. It's I'm finding it hard to walk. I can't feel anything in the groin area and I'm having so many bladder accidents.",patient
"OK, and so this pain started two months ago, but it's progressed to like these other symptoms as well?",doctor
"Yes, that's right.",patient
Where did the pain start?,doctor
"Uh, it started in my lower back.",doctor
"Started your lower back OK and does the pain, how would you describe the pain, is it like aching. sharp?",doctor
It's sharp.,patient
"OK and did anything happened prior to the pain, any injuries at all that you experienced?",doctor
"Two months ago I was in a motor vehicle accident um an I think my back started hurting then but they did some imaging it's and turned out like one of the discs there was a slip in a disc or something, but at that point the pain was just achey and I don't really have any in any of these other issues. But over the past two weeks it's gotten sharp and I'm having all these other symptoms.",patient
"OK, um and. So you're having the set like what's called, some numbness in your groin. Is that unilateral, like on one side or both sides?",doctor
"Uhm, it seems like it's both sides.",patient
"OK, and. So and then you're also having the urinary incontinence. How long is that been going on for?",doctor
The past week.,patient
"OK, and what about the numbness in your groin area?",doctor
That's been going on for the past week as well.,patient
"OK, and OK, and how would you describe your pain right now on a scale of 1 to 10, 10 being the worst pain you've felt?",doctor
Um I would say it's like an 8 or 9.,patient
"Eight or nine OK, and does it get worse with any, any motions at all?",doctor
"I think it's worse with um, I don't know like, it's worse with anything, anytime, anytime I tried to move it, it hurts.",patient
"OK, so you just improved with rest complete rest.",doctor
Yeah.,patient
"OK. Does it travel in, does the pain travel anywhere else, does it shoot down your legs at all?",doctor
"Yeah, so it does shoot down my legs and I'm having a hard time walking because of that.",patient
Is it both legs or just one?,doctor
"It's mostly on my right, but the left one isn't the same as it used to be either.",patient
OK,doctor
"Yeah, I'm having a hard time like getting up from a chair and things like that.",patient
"OK, and anything that you've tried that has helped relieve some of your symptoms.",doctor
I've tried like over the counter counter and ibuprofen. I've tried some topical analgesics and nothing seems to be working.,patient
OK. And. Have you experienced any trauma? So you mentioned you had a car accident rate two months ago?,doctor
"Yes, that was. Yeah, that was two months ago.",patient
"OK and then. Were you in the hospital, admitted to the hospital for for a while, or how, what happened in your treatment?",doctor
"Yeah, I was. I was taken to the ER. They did like a full work up on me. The only thing on my back that they found was a slipped disc and then they said that should that shouldn't cause me too much pain. But if I was having any of these symptoms that I'm having now I should go back, or see a doctor at least. And and otherwise I was fine like I didn't lose a lot of blood or I didn't need any surgical interventions at that point.",patient
"OK, I see. And have you been having any other symptoms or any any pain in any other joints or muscles?",doctor
"Uhm, No, no, nothing like that.",patient
"OK, any fevers or chills.",doctor
No.,patient
Any night sweats?,doctor
No rashes or skin changes.,patient
No.,patient
"Any kind of chest pain short of, ah sorry shortness of breath?",doctor
Um no.,patient
Any cough or cold like symptoms?,doctor
No.,patient
"Uhm, any so you have some urinary incontinence, any fecal incontinence?",doctor
No.,patient
"OK, how's an any recent changes in your weight?",doctor
No.,patient
Have you been sick at all recently?,doctor
No.,patient
"OK, any tingling sensation either in your back or shooting down your legs?",doctor
No.,patient
Any burning sensation?,doctor
Little bit of burning sensation.,patient
Yeah OK do you have any numbness in your lower limbs or just numbness around the groin?,doctor
Just numbness around the groin area but my lower limbs do seem weak.,patient
OK so you have muscle weakness. Is it just one like that's ah weak or both legs?,doctor
So both like seem weak but the right more than the left.,patient
"OK, I see. Uhm, and does this weakness seem to get worse, or is it around the same as it was when it started?",doctor
It's it's it feels like it's getting worse.,patient
"OK, do you have any past medical conditions you have been diagnosed with?",doctor
"I had hypothyroid, so I've been taking Synthroid for that.",patient
"OK, any other medications?",doctor
No.,patient
"OK, any allergies to any medications?",doctor
No.,patient
OK. Any hospitalizations or previous surgeries?,doctor
No.,patient
Any family history of any musculoskeletal or rheumatologic conditions?,doctor
Um no.,patient
"OK. Currently, do you work?",doctor
"I do. I work from home right now, I'm a teacher.",patient
"OK, uh. And do you, did you do any work previously that required heavy lifting or strenuous activities regarding your back at all.",doctor
"Um no no, nothing like that.",patient
And what's your home and living situation like right now?,doctor
I live at home with two of my children.,patient
"OK. And are you able to do things at home that you were before look like, or do you need some extra help from it, your family members, or extra help from other workers. Anything like that?",doctor
"Yeah, my family's definitely been helping me out a lot over these past few weeks because. Yeah, like I said, like I'm having some weakness in my legs. I can't move around as much because I'm in so much pain. Um and then like there are all these like bladder accidents so. Yeah, they've been helping me out with everyday things.",patient
"OK, I see. And currently, do you smoke?",doctor
No.,patient
"OK, do you drink alcohol?",doctor
No.,patient
And any recreational drugs like marijuana?,doctor
No.,patient
OK. I'm just getting at you to do a few things on just just as part of the physical examination.,doctor
Sure.,patient
"Are you able to bend down or extend your back at all, or is it too painful?",doctor
"Yeah, I can't do that. It's too painful.",patient
"Do you notice any kind of redness, swelling in and around your back?",doctor
Um not that I can tell.,patient
"OK, and how about if you press down on the your lower back, does it hurt?",doctor
"Yeah, that hurts.",patient
OK. And are you experiencing the numbness right now and in your groin area?,doctor
I am.,patient
"Are you able to raise your legs when in a lying position with straight legs, knees not bending at all, they are able to raise without any pain?",doctor
"No, I can't do that. It's yeah, it's too painful.",patient
"I see, alright, so those are all the questions I had for you so it seems. It's great, it's good that you came to the emergency Department. Do you have any questions at all?",doctor
"No, just like how can I fix this?",patient
"Yeah, so based on your symptoms, it's something that's pretty urgent. It's seems like you may be having something called cauda Equina syndrome that may be caused by your back pain and that's why you're feeling that groin would be called saddle anesthesia and then the urinary incontinence. So this may be from the injury that you had with the car accident. And it may be due to some compression of what we call like compression of the nerves in the area which might be giving you some of these symptoms. So the first thing we do need to do is get an MRI of your lower back just to make sure there's nothing going on like for example, like any masses in the area or any kind of abscesses that might be. We may be worried about just to make sure. Well, just to see what's going on in there that's causing these symptoms. And then based on what we find, uh, we will, we will target like the cause of the symptoms, like for example if it's an infect infection that's causing this, you might need to be admitted and require antibiotics. If there is any masses causing it, you may require surgery. For example if it's mainly related to your back it is something that we will have to treat with with an admission so it's good that you came in here today. Do you have any other questions or concerns?",doctor
"No, that was it. Thank you so much for your help.",patient
You're welcome and will get back to you shortly.,doctor
How may I help you?,doctor
"I'm I'm here because my right knee is very painful. It looks kind of swollen and it's it's also a little bit warm so I'm just worried, I'm worried about it and I was wondering if you could look at it.",patient
"Yeah, certainly, um. So where are you feeling the the pain exactly?",doctor
"So it's where, so right in the middle of my knee. So just below the bone that, the big knee bone.",patient
"OK, so like underneath the kneecap, like below that?",doctor
Yeah just just a little bit below.,patient
"OK, so slightly below the Patella. Sounds like somewhere in the region of the tibial through tuberosity.",doctor
Right.,patient
"OK, and when did this pain start?",doctor
It started about two weeks ago.,patient
"OK, two weeks ago when the pain started, was there any trauma or could you remember any movement that that caused the pain?",doctor
"Nothing like that, but I recently found out that I had some osteoarthritis on my left knee, so I was trying to put more pressure on my right knee one whenever I was doing like gardening work um and I think something something may have happened when I was doing that, something maybe, maybe I put too much strain on it.",patient
"OK, I see an. Alright, like are you doing a lot of kneeling on on or during the gardening work?",doctor
I am.,patient
"OK. Um, and. How long has the pain been going on for, has it been constant over these two weeks?",doctor
"Yes, it has been.",patient
"OK, and how would you describe the pain, is it sharp, burning, achy?",doctor
"I would say mostly achy, but it can be sharp.",patient
"OK, and do you feel the pain radiate anywhere else?",doctor
"No, just it's pretty local.",patient
"OK, have you tried anything to make the pain better?",doctor
"I tried some topical like what are those like ice and fire gels. Those seem to help temporarily, but the pain comes back.",patient
"OK. And. Have you tried, has anything made the pain worse?",doctor
"I guess like when I kneel down on it, it gets painful or If I touch it or palpate it, I guess painful if I'm I'm flexing my knee too much that hurts as well. Kind of keeping it straight and not touching it makes it feel better.",patient
"OK, and. What would you say the severity of the pain is with 10 being the worst pain you've ever felt and one being the least pain?",doctor
I give it about a 6.,patient
"OK, and have you had a pain like this in your right knee before?",doctor
"No, nothing like this and I have osteoarthritis in my left knee but it feels different.",patient
"OK, and um. OK, and have you had any fevers or chills?",doctor
"Uhm, no.",patient
"OK, and how about any night sweats?",doctor
No.,patient
"OK, and have you had any unexpected weight loss over the last several months?",doctor
No.,patient
Have you had any headaches?,doctor
No.,patient
Have you had any changes to your senses like vision or hearing?,doctor
No,patient
Any changes to your sense of smell or taste?,doctor
No.,patient
"OK, have you had any sore throat or cough?",doctor
No.,patient
"Alright, have you had any shortness of breath?",doctor
No.,patient
Have you had any wheezing?,doctor
No.,patient
Have you had any chest pain?,doctor
No.,patient
Had any lightheadedness or dizziness?,doctor
Um no.,patient
Have you had any heart palpitations?,doctor
No.,patient
OK um an have you had any nausea or vomiting?,doctor
No.,patient
Have you had any abdominal pain?,doctor
No.,patient
"Have you had any diarrhea or constipation, or blood in the stool?",doctor
No.,patient
Have you had any pain with urination or frequency with urination?,doctor
No.,patient
"OK, and have you had any like muscle aches or joint pains anywhere else?",doctor
No.,patient
"OK, and have you had any neurological symptoms such as numbness or or tingling or reduced sensation?",doctor
No.,patient
"OK, and how is your energy been recently have you had any fatigue?",doctor
"No, not really. It's been the same.",patient
"OK, and in the past have you been diagnosed with any medical conditions?",doctor
Uhm I have Class 2 obesity. And then also arthritis in my left knee. As well as high blood pressure.,patient
I see and. Do you take any medications?,doctor
Currently I'm on Ramipril and I take some ibuprofen sometimes for the osteoarthritis in my left knee.,patient
"OK and, do you have any allergies to medications?",doctor
No.,patient
Have you had any surgeries before?,doctor
Nope.,patient
Or have you had any hospitalizations for any reason?,doctor
No.,patient
OK. And. Have you been pregnant in the past?,doctor
"Um I I have one, one child, she was born through c-section.",patient
And are you currently sexually active?,doctor
I am.,patient
"OK, could you tell me about your partner or partners?",doctor
"Yeah, so just with my husband of 10 years.",patient
"OK, any concerns for a sexually transmitted infection like vaginal discharge or or pain or itchiness?",doctor
No.,patient
"OK. And could you tell me a little bit about your living situation currently, like who you're living with an whereabouts?",doctor
Um I live in downtown London I live in a house with my husband and my daughter.,patient
OK. And have you been around anybody who's been sick recently?,doctor
No.,patient
And have you traveled anywhere recently?,doctor
No.,patient
"OK, are you currently working right now?",doctor
I yes I am.,patient
"OK, well then what what do you do?",doctor
I work as a full time gardener for a landscaping company.,patient
"OK, I see. So you're spending a lot of time doing kind of like repetitive kneeling type movements to do your job?",doctor
"Yes, that's right.",patient
OK And do you smoke cigarettes?,doctor
I don't.,patient
"Alright, and do you drink alcohol?",doctor
I'll have a glass of wine every other night.,patient
"OK, and do you use any recreational drugs?",doctor
"No, I don't.",patient
Have you used anything like that in the in the past.,doctor
No,patient
"like IV drugs, no, OK. And in the family or is there a history of any musculoskeletal or neurological conditions?",doctor
No.,patient
"OK. So next I just wanted to do the physical exam portion and ask you to have a look at the knee first and let me know if the if you're having any swelling, redness or warmth to the knee compared to the other side.",doctor
Sure.,patient
"Sorry so you are having, having swelling, warmth and redness to the right knee?",doctor
Yes.,patient
OK and are you having pain to like palpation is there a specific spot you can press on that causes a sharp pain?,doctor
"Um so just below that kneecap area there is some swelling there and when I press down on that swollen area, it causes a bit of pain.",patient
"OK. And are you able to fully bend, bend and straighten the knee?",doctor
"I can do that, but when I bend my knee it really hurts.",patient
OK. And are you able to walk normally or do you have a limp?,doctor
"Um I can walk normally, it just hurts.",patient
OK. So that was a everything that I wanted to ask today on the history and and physical. Was there anything? That you maybe I forgot about you wanted to add?,doctor
"No, I don't think so.",patient
"OK, so right now it's sounding like this could possibly be a knee Bursitis. Or Prepatellar, or sorry, infra patellar bursitis or a prepatellar bursistis which are the kind of the more common types. One thing to make sure that we rule out would be a septic Bursitis. Although you're not having any fevers or chills so that makes it a little bit less likely.",doctor
Mmmm,patient
"But if your symptoms are getting worse and you're developing a fever, it's becoming even more painful then certainly will have to rule out infection. And as well if things are not improving, potentially a structural disease and any, such as a meniscal injury, or like a ligamental injury from all of the like kneeling and and repetitive movements. But right now I think it's mostly sounding like a knee bursitis.",doctor
OK.,patient
"OK, and treatment for that will be activity modification as well as using things like as um NSAIDS and icing to help with um the inflammation.",doctor
"OK, that sounds good, thank you.",patient
How may I help you?,doctor
"Hi, I'm here with my 3 year old daughter and she's been holding her elbow awkwardly and um she seems like she's in pain and so I was just wondering if like something happened to her elbow and if you can fix it.",patient
"Yeah for sure. OK so. Is she holding her arm, like any particular position, like with her elbow, kind of flexed or is her arm extended?",doctor
"It's it seems kind of flex is holding it awkwardly and she can't she she's not, she's not stretching it.",patient
"OK, uhm. And when did this start, when did you first notice?",doctor
I notice this yesterday.,patient
"OK. And and I, had she been holding her, her arm, kind of like this the whole time?",doctor
"Yeah, there's just like a slight bend to it. It's not fully straightened. It's not fully like fully flexed. It's just kind of hanging out her side.",patient
"OK, um and. Has there been anything that's made the pain worse?",doctor
"Uhm no, I don't think so, I think. No, I think she she's just been holding it awkwardly like that I I'm assuming so it doesn't cause more pain.",patient
"OK, and is the pain sharp, burning or achy?",doctor
I think it's it's. It's sharp.,patient
"A sharp pain, OK and does the pain radiate anywhere else like pain in the hand or wrist, or pain up into the arm or shoulder?",doctor
I don't think so.,patient
"OK, and has there been like was there anything that happened around the time that you first noticed her holding her arm like this, such as a fall, or maybe like somebody pulling on on her hand like swinging her from her arm or anything like that?",doctor
"Um I know her father was swinging her arms yesterday, They were playing in the park, so maybe.",patient
"OK, so just uh, she's swinging from arms yesterday, OK and. Has she talked about having any numbness or tingling?",doctor
No.,patient
OK. And any muscle weakness that you've noticed?,doctor
"Ah no, no muscle weakness.",patient
OK. And has she had any?,doctor
Fevers or chills.,doctor
No.,patient
"OK, and it has she had any headaches?",doctor
No.,patient
Has she had any sensory changes like any issues with vision or hearing?,doctor
Uhm no.,patient
any issues with sense of smell or taste?,doctor
No.,patient
How she had a cough or sore throat.,doctor
No.,patient
"OK, has she had any night sweats?",doctor
No.,patient
And has she had any weight loss?,doctor
No.,patient
OK.  And you has she had a runny nose or sore throat?,doctor
No.,patient
How about a cough or shortness of breath?,doctor
No.,patient
Has she had any wheezing or chest pain?,doctor
No.,patient
"Alright, and any abdominal pain?",doctor
No.,patient
Any nausea or vomiting?,doctor
No.,patient
"any diarrhea, constipation, or blood in the stool?",doctor
No.,patient
Any changes to her urinary patterns?,doctor
Um no.,patient
"OK, and as you had any appetite loss?",doctor
No.,patient
How is your energy been?,doctor
It's been the same she's just not doing as much because her arm is in pain.,patient
"OK, but no fatigue?",doctor
No.,patient
I see OK. And how about any memory loss or confusion?,doctor
"No, nothing like that.",patient
Does she have any muscle aches or body pains or or any joint pains anywhere else?,doctor
No.,patient
"OK, and how about skin changes such as rashes or any changes to her hair or nails?",doctor
"No, nothing like that.",patient
"OK. And in the past, has she had any medical problems or has she been diagnosed with any medical conditions before?",doctor
"No, she's been pretty healthy otherwise.",patient
"OK, does she take any medications?",doctor
No.,patient
Did she have any allergies?,doctor
No,patient
And has she been hospitalized for any reason or has she had any surgeries?,doctor
No.,patient
"OK, any concerns for reaching developmental milestones such as walking, talking and like social interactions.",doctor
No. No issues there.,patient
No problems?,doctor
Yeah.,patient
OK and then how about like just growth and and development? Is she getting taller and I'm gaining weight?,doctor
Yeah like that's been pretty good.,patient
"OK, well that's good and were there any concerns with the pregnancy with her? Any like gestational diabetes, high blood pressure or infections?",doctor
No everything went smoothly.,patient
"OK, was she at term or where she pre term?",doctor
She was at term. She was like a 37 1/2 weeks or something like that.,patient
"OK, And was it vaginal delivery or c-section?",doctor
It was vaginal.,patient
"OK, and was there any reason for her to stay in hospital afterwards?",doctor
No.,patient
OK. And can you tell me a little bit about the living situation currently like who is the primary caregiver for her and like who she who she's living with then whereabouts?,doctor
And she's living with both her parents and myself as well as her dad. And she has a 7 year old brother and we live in a house just outside of London.,patient
I see OK and is she going to daycare right now or anything like that?,doctor
Umm no she's she's at home with me.,patient
"OK, she been around anybody who's been sick,",doctor
No.,patient
And have you traveled anywhere?,doctor
No.,patient
"OK, an any concern for like physical or emotional violence in the home?",doctor
No nothing like that.,patient
"OK, and is there anybody who smokes in the home?",doctor
"Uhm no, no one smokes at home.",patient
OK. And are there any musculoskeletal or neurological conditions that run in the family?,doctor
Uhm no.,patient
How about any heart or lung conditions?,doctor
No.,patient
"OK, so I ask you to just have a look at her elbow now and.",doctor
Sure.,patient
Let me know the if you're seeing any swelling or redness?,doctor
"OK. And so the elbows look fine, neither elbow appears red or swollen.",patient
"OK, and. Are you seeing any muscle atrophy or any joint deformity or or malalignment?",doctor
"No, I don't see that. I also actually it might be slightly. It looks a little bit awkward the way she's holding it, so I can't tell if it's misaligned.",patient
"OK, and any skin changes over the elbow?",doctor
No.,patient
"Alright Ann. If you were to press over various portions of the elbow, are there any areas that cause pain like the lateral side, medial side, or anterior posterior?",doctor
It hurts she's in pain whenever I touch anywhere near the elbow area.,patient
"OK, and um is there any pain with with movement?",doctor
Yes. Whenever I tried to bend it or straighten it out all the way she she complaints of pain.,patient
"OK, how about moving the rest or shoulder?",doctor
"No, that's fine.",patient
"OK, so that that was everything that I wanted to ask about and and look for on the physical today. Did you have anything else that perhaps I forgot to mention that might be important?",doctor
"Uhm no that was kind of it, I just was wondering how we can fix her elbow.",patient
"I yeah certainly so. It will be so when I get an elbow X Ray. And. But typically to fix this type of injury, so currently I'm thinking this could be a like a radial head subluxation, and possibly a radial head fracture, but most likely I radial head subluxation, where there's a mechanism of pulling on a child's arm. And it's just that the what could happen is the part of the radius, which is that a forearm bone can pull out of the ligament that's holding it down.",doctor
OK.,patient
"An just because of the structures there, not yet fully matured and strong, and somebody who's that young. And so it will cause pain reduced range of motion at the elbow and you won't really see much swelling or redness, and with just the physical exam maneuver you can reduce it and then put the head of the radius back into place and things will be usually back to back to normal. But if there is a fracture which will look for an X-Ray then there the pain might be last a little bit longer, but immobilization of the arm is not required and most kids will regain full mobility in in a short time after the reduction.",doctor
"OK, that sounds good, thank you.",patient
How may I help you?,doctor
I just came in because I've been having this just just yesterday it started this sudden just pain over the front of my kind of like a shoulder an also elbow and it was right after doing I was just doing some workout and this pain just started and it's just like a stabbing sharp pain that hasn't really gone away since then.,patient
"OK, and so what activity were you doing specifically?",doctor
"So I was doing so I was just doing weight training and I was kind of flexing my elbows and I was working on my biceps. I was on that machine where you so know I wasn't using weights or doing curls, but I was working on my biceps and I think I did hear, I don't think I heard like any pop or anything, but right after that I just had this sudden sharp pain in my shoulder as well as my elbow.",patient
"OK, so you you you think you heard a pop at that time?",doctor
"Um I'm not sure if I heard a pop. Actually, I think I might have though.",patient
"OK, and did the pain start immediately or or a bit later on?",doctor
"The pain I think it started pretty soon after, like probably within like half an hour of that happening.",patient
OK. And where is the pain located now?,doctor
"The pain right now is a. Yeah, just kind of right at the front of my right elbow as well as near my shoulder as well.",patient
"Yeah, it's sharp. Yeah, I just feel like something stabbing in there.",patient
"OK, and does the pain radiate anywhere else?",doctor
"No, it's kind of in the same area as they described.",patient
"OK, has there been anything you've tried to make the pain better?",doctor
No nothings I tried like Advil nothings really worked.,patient
"OK. And, uh, sorry. How long is how many days is the pain been on going on for just just started yesterday?",doctor
Yesterday.,patient
"OK, and since then has the pain getting any better or any worse?",doctor
"I think it's the same, probably a bit worse than so it just happened last evening and I I didn't end up coming last night, but I wanted to make sure. I'm just coming this morning since it's just been a really painful night.",patient
"OK, have you done anything that's made the pain worse since last night?",doctor
"No I just tried to just rest and I tried to use some ice, but nothing. Nothing's been working and I kind of also have like this. It it's weird, it's just like this mass right where my biceps is. It kind of just makes my biceps look really big.",patient
"OK, alright, well I skip look at that during the physical exam component thank you and so like are you seeing swell is there like swelling there is as well or is is that part painful?",doctor
"Yeah, it's painful there swelling there as well.",patient
"OK. And well, how severe is the pain on a scale of 10 to 1, 10 being the worst pain that you've ever experienced and one being the least.",doctor
"Probably at least an 8, maybe a 9.",patient
"OK, so the pain is pretty severe then it sounds like. Uh, OK. Have you had any fevers or chills?",doctor
No.,patient
Have you had any unexpected weight loss?,doctor
No.,patient
"OK, and have you had any appetite loss?",doctor
Uhm no.,patient
"OK, and have you had any headaches?",doctor
Uhm no.,patient
How about any sensory changes like changes to vision or hearing?,doctor
"No, nothing like that.",patient
Any changes to your sense of smell or sense of taste?,doctor
Nope.,patient
Have you had a runny nose or a sore throat?,doctor
Uhm no nothing like that.,patient
"OK, have you had a cough?",doctor
No.,patient
Any shortness of breath?,doctor
No.,patient
"OK, any wheezing?",doctor
No.,patient
Um have you had any chest pain?,doctor
No.,patient
Have you had any heart palpitations or feeling like your heart's racing?,doctor
No.,patient
Any lightheadedness or dizziness?,doctor
Nope.,patient
"OK, uh, and have you had any abdominal pain?",doctor
No.,patient
Any nausea or vomiting?,doctor
No.,patient
Any changes to your bowel movements such as diarrhea or constipation or even blood in the stool.,doctor
No nothing like that.,patient
"OK, any urination problems such as pain or frequency?",doctor
Nope.,patient
OK and have you noticed any changes to your skin like rashes or changes to your nails or hair?,doctor
No.,patient
"Alright, and have you had any neurological symptoms such as numbness or tingling?",doctor
"No, I don't think so.",patient
"OK, and have you had any muscle weakness?",doctor
"Just just in the in that area, I can't really like. I can't really flex an really move my upper upper arm in my elbow.",patient
OK. Do you have any pains in any other joints?,doctor
Um no that's it's only my right upper arm.,patient
OK. Um. And. Have you had any confusion or memory loss?,doctor
"No. OK. And in the past, have you been diagnosed with any other medical conditions?",patient
"Uhm no I've been pretty healthy, um I they think I do have like pre diabetes but I'm not on any medication.",patient
"OK, and have you had any issues with your shoulder before like like a subacromial like impingement syndrome or like a rotator cuff pains or problems in the past?",doctor
"A few years ago I did have some pain um with like some, they they told me not to do like overhead work like just things that require like with Physio I need to do some strengthening as well and it was it wasn't the same same shoulder.",patient
OK. And do you take any medications regularly?,doctor
"Uh, no.",patient
"OK, and do you have any allergies?",doctor
No.,patient
Have you had any hospitalizations or prior surgeries?,doctor
"I had my tonsils removed when I was probably like 10 or something, but that's about it.",patient
"OK, and for the shoulder in the past did you have any imaging done like an ultrasound or or MRI maybe to look at the structures?",doctor
"No, it was just a it kind of went away. I just did some physio they didn't really do any imaging.",patient
"I see OK. And can you tell me a little about your living situation right now, like you're living with and where?",doctor
Yeah so I'm living with my wife and um daughter and I'm living just in a condominium in the city.,patient
"OK, and are you working right now?",doctor
"Yeah, so I'm an accountant. I'm working from home, so it's not that bad, but I I might just take a few days off depending on what I have to do with this injury.",patient
"OK, and um do you and hobby wise you mentioned like weight lifting, are you an active person like bodybuilding and that sort of thing regularly?",doctor
I I just actually probably started this past year. I used to. I used to workout a lot. In University and in my early 30s but then I stopped and this year I've kind of gone back into it.,patient
"OK, well it's good that you're staying active. And um do you smoke cigarettes?",doctor
"No, I uh, probably tried a couple times and. High School and University, but just it was never my thing.",patient
"OK, and how about cannabis, like smoking marijuana or using any of those types of products?",doctor
